"Date","Price","Open","High","Low","Vol.","Change %"
"10/28/2025","400.300","400.100","400.300","400.000","297.20K","0.07%"
"10/27/2025","400.000","400.200","400.200","400.000","287.63K","-0.05%"
"10/24/2025","400.200","400.000","400.200","400.000","253.32K","0.05%"
"10/23/2025","400.000","400.100","400.200","400.000","220.54K","0.00%"
"10/22/2025","400.000","400.100","400.100","400.000","312.13K","-0.02%"
"10/21/2025","400.100","400.100","400.200","400.000","217.80K","0.03%"
"10/20/2025","400.000","400.200","400.400","400.000","298.79K","-0.05%"
"10/17/2025","400.200","400.000","400.400","400.000","300.46K","0.05%"
"10/16/2025","400.000","400.000","400.700","400.000","216.54K","0.00%"
"10/15/2025","400.000","400.100","400.300","400.000","215.23K","-0.12%"
"10/14/2025","400.500","400.100","400.700","400.100","300.61K","0.10%"
"10/13/2025","400.100","400.500","400.500","400.000","251.97K","-0.10%"
"10/10/2025","400.500","400.400","400.500","400.000","298.54K","-0.12%"
"10/09/2025","401.000","400.500","401.900","400.000","325.70K","0.12%"
"10/08/2025","400.500","400.000","400.500","400.000","287.40K","0.13%"
"10/07/2025","400.000","400.000","400.200","400.000","267.82K","-0.02%"
"10/06/2025","400.100","400.100","400.100","400.000","293.87K","0.03%"
"10/03/2025","400.000","400.200","401.000","400.000","294.60K","0.00%"
"10/02/2025","400.000","400.000","400.900","400.000","303.14K","0.00%"
"10/01/2025","400.000","400.100","401.000","400.000","317.20K","-0.12%"
"09/30/2025","400.500","400.000","400.500","400.000","266.61K","0.13%"
"09/29/2025","400.000","400.500","400.500","400.000","280.29K","0.00%"
"09/26/2025","400.000","400.300","400.300","400.000","309.00K","-0.07%"
"09/25/2025","400.300","400.100","400.400","400.000","303.95K","0.07%"
"09/24/2025","400.000","400.000","400.200","400.000","276.46K","0.00%"
"09/23/2025","400.000","400.200","400.400","400.000","235.77K","-0.02%"
"09/22/2025","400.100","400.000","400.300","400.000","268.96K","-0.07%"
"09/19/2025","400.400","400.100","400.400","400.000","304.82K","0.05%"
"09/18/2025","400.200","400.100","400.200","400.000","270.84K","0.00%"
"09/17/2025","400.200","400.100","400.200","400.000","290.11K","0.05%"
"09/16/2025","400.000","400.100","400.100","400.000","303.65K","0.00%"
"09/15/2025","400.000","400.000","400.100","400.000","245.26K","0.00%"
"09/12/2025","400.000","400.000","400.100","400.000","288.89K","-0.05%"
"09/11/2025","400.200","400.100","400.200","400.000","281.48K","0.05%"
"09/10/2025","400.000","400.100","400.400","400.000","285.28K","0.00%"
"09/09/2025","400.000","400.000","401.700","400.000","330.56K","-0.25%"
"09/08/2025","401.000","400.100","401.000","400.100","322.46K","0.25%"
"09/04/2025","400.000","400.100","400.200","400.000","305.40K","-0.02%"
"09/03/2025","400.100","400.300","400.400","400.000","288.69K","0.03%"
"09/02/2025","400.000","400.100","400.200","400.000","321.11K","-0.12%"
"09/01/2025","400.500","400.000","400.500","400.000","303.96K","0.13%"
"08/29/2025","400.000","400.300","400.800","400.000","599.50K","-0.02%"
"08/28/2025","400.100","400.700","400.700","400.000","310.19K","-0.15%"
"08/27/2025","400.700","400.000","400.700","400.000","295.10K","0.18%"
"08/26/2025","400.000","400.100","400.100","400.000","255.72K","-0.02%"
"08/25/2025","400.100","400.000","400.100","400.000","294.26K","0.03%"
"08/22/2025","400.000","400.100","400.100","400.000","264.61K","-0.05%"
"08/21/2025","400.200","400.000","400.200","400.000","298.54K","0.00%"
"08/20/2025","400.200","400.100","400.300","400.000","290.65K","-0.02%"
"08/19/2025","400.300","400.200","400.300","400.000","132.52K","0.02%"
"08/18/2025","400.200","400.000","400.200","400.000","237.26K","0.05%"
"08/15/2025","400.000","400.200","400.200","400.000","95.52K","0.00%"
"08/14/2025","400.000","400.200","400.600","400.000","209.00K","-0.05%"
"08/13/2025","400.200","400.000","400.400","400.000","279.99K","0.00%"
"08/12/2025","400.200","400.200","400.600","400.000","291.86K","0.00%"
"08/11/2025","400.200","400.200","400.500","400.100","285.67K","0.00%"
"08/08/2025","400.200","400.200","400.600","400.000","302.84K","0.02%"
"08/07/2025","400.100","401.700","401.700","400.000","312.56K","-0.47%"
"08/06/2025","402.000","400.400","402.000","400.100","354.19K","0.40%"
"08/05/2025","400.400","400.300","400.800","400.100","289.34K","0.07%"
"08/04/2025","400.100","400.000","400.900","400.000","311.82K","-0.05%"
"08/01/2025","400.300","401.000","401.000","400.000","301.34K","-0.20%"
"07/31/2025","401.100","401.000","401.100","400.000","304.13K","0.02%"
"07/30/2025","401.000","400.000","401.000","400.000","303.75K","0.05%"
"07/29/2025","400.800","400.000","401.000","400.000","300.92K","0.17%"
"07/28/2025","400.100","400.000","400.100","400.000","128.00K","0.00%"
"07/25/2025","400.100","400.000","400.400","400.000","241.90K","0.00%"
"07/24/2025","400.100","400.000","401.100","400.000","220.42K","0.03%"
"07/23/2025","400.000","400.400","401.400","400.000","421.49K","0.00%"
